codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
2020-05-10-2020-05-17,UChqUTb7kYRX8-EiaN3XFrSQ,-aORbdgQaXM,South Korea scrambles to contain new coronavirus outbreak,2020-05-11T09:07:06Z,447813,2096.0,479.0,2106.0,110,Reuters,495000,US,https://www.youtube.com/watch?v=-aORbdgQaXM,1.0,1.0,4.1,4.4,3.0,9.0,2.0,9.0,7.0,1.1,,,1.0,19,,Prevention and Action,Straight news,Lockdown
2020-05-10-2020-05-17,UCpa-Zb0ZcQjTCPP1Dx_1M8Q,HSJzhEAy5Ww,Lawyers React to LEGAL COVID MEMES // LegalEagle ft. Eve Cornwell,2020-05-12T15:03:34Z,434618,17264.0,361.0,2674.0,1373,LegalEagle,1190000,US,https://www.youtube.com/watch?v=HSJzhEAy5Ww,1.0,8.0,10.0,0.0,1.0,1.0,7.0,9.0,7.0,1.3,,,1.0,19,,Other,YouTubers-laypersons/channels,Not prevention
2020-05-10-2020-05-17,UCyoGb3SMlTlB8CLGVH4c8Rw,z6lXzLbnEqo,El gobierno de Nicaragua acusado de silenciar las muertes por coronavirus,2020-05-11T10:17:58Z,410944,2573.0,354.0,497.0,142,euronews (en español),882000,ES,https://www.youtube.com/watch?v=z6lXzLbnEqo,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCCj956IF62FbT7Gouszaj9w,h4XPeAE1M-w,Coronavirus: Public challenge Boris Johnson&#39;s &#39;vague&#39; messaging - Covid-19 Update  @BBC News - BBC,2020-05-11T20:15:00Z,402989,2084.0,922.0,3206.0,3316,BBC,9270000,GB,https://www.youtube.com/watch?v=h4XPeAE1M-w,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCupvZG-5ko_eiXAupbDfxWw,ksqwUTWVNJQ,Watch Trump&#39;s evolution on his Covid-19 response,2020-05-12T02:00:16Z,390769,6158.0,1377.0,5770.0,396,CNN,10500000,Unknown,https://www.youtube.com/watch?v=ksqwUTWVNJQ,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCCCPCZNChQdGa9EkATeye4g,-w_OuejIH2s,Coronavirus : le president de Madagascar Andry Rajoelina parle du remede COVID Organics,2020-05-11T11:56:18Z,327858,3760.0,227.0,1540.0,264,FRANCE 24,2680000,FR,https://www.youtube.com/watch?v=-w_OuejIH2s,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCK7tptUDHh-RYDsdxO1-5QQ,ZhOXk60zTkc,The Science Behind How the Body Clears Coronavirus | WSJ,2020-05-11T16:00:19Z,290709,3699.0,197.0,310.0,502,Wall Street Journal,2330000,US,https://www.youtube.com/watch?v=ZhOXk60zTkc,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCQfwfsi5VrQ8yKZ-UWmAEFg,Qp7KB-rY1Aw,Exclusive: Madagascar&#39;s president defends controversial homegrown Covid-19 cure,2020-05-12T17:03:05Z,258347,2820.0,39.0,865.0,1062,FRANCE 24 English,1340000,US,https://www.youtube.com/watch?v=Qp7KB-rY1Aw,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCP6HGa63sBC7-KHtkme-p-g,wDTZ3uMw2eA,President Donald Trump gives update on coronavirus vaccine development | USA TODAY,2020-05-15T17:52:45Z,244938,1322.0,739.0,1864.0,2173,USA TODAY,1590000,US,https://www.youtube.com/watch?v=wDTZ3uMw2eA,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UC_Lnb8ZHqqgLbp-7hltuT9w,ltJV3IMP-Dg,COVID-19: How Did The US Get It So Wrong?,2020-05-13T15:53:10Z,237475,2717.0,207.0,1723.0,398,CNA Insider,445000,SG,https://www.youtube.com/watch?v=ltJV3IMP-Dg,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCvJJ_dzjViJCoLf5uKUTwoA,VUvtuKUP-M0,"How Coronavirus Antibody, Genetic And Antigen Tests Work",2020-05-15T16:00:20Z,234162,2103.0,88.0,272.0,826,CNBC,1780000,Unknown,https://www.youtube.com/watch?v=VUvtuKUP-M0,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCZaT_X_mc0BI-djXOlfhqWQ,oQZHFJXG66c,Inside Navajo Nation's Battle Against Coronavirus,2020-05-15T16:43:56Z,233303,4916.0,158.0,1126.0,332,VICE News,5630000,US,https://www.youtube.com/watch?v=oQZHFJXG66c,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCPgMAS8woHJ_o_OZdTR7kcQ,G-SPpA5ZM6o,Todd Chrisley's Coronavirus Story | Peacock Presents At-Home Variety Show feat. Seth MacFarlane,2020-05-13T23:00:03Z,225701,4026.0,119.0,248.0,508,Peacock,76800,US,https://www.youtube.com/watch?v=G-SPpA5ZM6o,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UC16niRr50-MSBwiO3YDb3RA,YJ439O8aVk0,Coronavirus: Putin eases Russian lockdown as cases rise - BBC News,2020-05-12T09:14:26Z,221833,1207.0,259.0,858.0,849,BBC News,8210000,GB,https://www.youtube.com/watch?v=YJ439O8aVk0,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UC16niRr50-MSBwiO3YDb3RA,YQIh_26HtUw,How badly hit is Mexico by coronavirus? - BBC News,2020-05-14T10:24:05Z,201945,1353.0,206.0,1010.0,568,BBC News,8210000,GB,https://www.youtube.com/watch?v=YQIh_26HtUw,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCupvZG-5ko_eiXAupbDfxWw,A_AzAoL5dR4,How eating at McDonald&#39;s will be different because of Covid-19,2020-05-16T00:46:50Z,197466,1414.0,419.0,1748.0,211,CNN,10500000,Unknown,https://www.youtube.com/watch?v=A_AzAoL5dR4,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCCj956IF62FbT7Gouszaj9w,tOLRBnXLBEE,Britain preps for the Coronavirus Covid-19 pandemic!  - Charlie Brooker&#39;s Antiviral Wipe - BBC,2020-05-15T13:48:45Z,188793,3284.0,320.0,688.0,311,BBC,9270000,GB,https://www.youtube.com/watch?v=tOLRBnXLBEE,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCo1zEN0d8lsrm1LV4n8eLVw,qvoLc6KNVk4,PREVENCION DIAGNOSTICO Y TRATAMIENTO DE PERSONAS AFECTADAS POR COVID-19 EN EL PERU,2020-05-13T16:04:09Z,188907,1816.0,165.0,116.0,6591,Telesalud Minsa,60400,PE,https://www.youtube.com/watch?v=qvoLc6KNVk4,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCNye-wNBqNL5ZzHSJj3l8Bg,RdQbxdSUX30,China braces for second wave of COVID-19,2020-05-13T14:49:51Z,183973,701.0,92.0,310.0,123,Al Jazeera English,5680000,QA,https://www.youtube.com/watch?v=RdQbxdSUX30,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCoFX8yfaEwXNEu3HgLdfomQ,5qHTBlxfNes,How to take a combined throat and nose swab for COVID-19,2020-05-13T16:18:13Z,163354,246.0,47.0,53.0,351,Public Health England,8620,Unknown,https://www.youtube.com/watch?v=5qHTBlxfNes,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-10-2020-05-17,UCG-iSMVtWbbwDDXgXXypARQ,OtL0B1bqXak,"Coronavirus Pandemic Update 70: Glutathione Deficiency, Oxidative Stress, and COVID 19",2020-05-14T14:59:35Z,150079,4416.0,58.0,738.0,814,MedCram - Medical Lectures Explained CLEARLY,808000,US,https://www.youtube.com/watch?v=OtL0B1bqXak,,,,,,,,,,,,,,19,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UC3XTzVzaHQEd30rQbuvCtTQ,z4gBMw64aqk,Coronavirus VII: Sports: Last Week Tonight with John Oliver (HBO),2020-05-18T06:30:08Z,7093166,169510.0,5933.0,19427.0,1306,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=z4gBMw64aqk,1.0,2.0,4.1,0.0,1.0,1.0,6.0,1.0,5.0,1.1,,,0.0,20,,Prevention and Action,Entertainment news,Lockdown
2020-05-17-2020-05-24,UCLXo7UDZvByw2ixzpQCufnA,r6ewlQs8CAQ,The US tested the wrong people for coronavirus,2020-05-23T12:00:22Z,3749882,50418.0,9763.0,8583.0,441,Vox,8590000,US,https://www.youtube.com/watch?v=r6ewlQs8CAQ,1.0,1.0,4.4,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Social distancing
2020-05-17-2020-05-24,UCVTyTA7-g9nopHeHbeuvpRA,5LBSZnZ2BbY,Obama Speaks Out About Trump's Coronavirus Failures: A Closer Look,2020-05-19T03:30:00Z,3508127,48245.0,2375.0,10372.0,887,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=5LBSZnZ2BbY,1.0,2.0,4.4,7.1,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,20,,Prevention and Action,Entertainment news,Social distancing
2020-05-17-2020-05-24,UCSwXe2WReWhNdjKRTh92b9g,uJTaCl5gNOc,IVERMECTINA COVID 19,2020-05-17T17:53:24Z,1930082,43719.0,1404.0,3730.0,797,Dr. Veller,216000,AR,https://www.youtube.com/watch?v=uJTaCl5gNOc,2.0,,,,,,,,,,,,0.0,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UC9ZuezXHTQu3y8Qi39tr10Q,PjvPMpDBTeI,Dante Gebel #663 | Covid-Fear (La pandemia del miedo),2020-05-18T16:38:51Z,1822860,38025.0,2844.0,3334.0,5607,Dante Gebel,1260000,US,https://www.youtube.com/watch?v=PjvPMpDBTeI,2.0,,,,,,,,,,,,0.0,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,G6-7oYSjeb4,A look into coronavirus case trends as states reopen,2020-05-17T14:15:22Z,1470548,8568.0,2447.0,7303.0,593,CNN,10500000,US,https://www.youtube.com/watch?v=G6-7oYSjeb4,1.0,1.0,4.1,2.0,2.0,1.0,2.0,9.0,7.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Lockdown
2020-05-17-2020-05-24,UCtxJFU9DgUhfr2J2bveCHkQ,SrtZKnQysyY,The coronavirus is mutating. But don't freak out yet.,2020-05-20T13:00:14Z,1360874,17545.0,2215.0,3777.0,319,Verge Science,1010000,US,https://www.youtube.com/watch?v=SrtZKnQysyY,1.0,5.0,1.0,0.0,1.0,1.0,5.0,9.0,7.0,1.1,,,0.0,20,,Virus information,Educational/YouTubers-professionals,Not prevention
2020-05-17-2020-05-24,UCqnbDFdCpuN8CMEg0VuEBqA,EsqdBz-_noQ,Inside One of New York's Deadliest Zip Codes | Coronavirus News,2020-05-22T17:00:11Z,1334936,16962.0,2084.0,4086.0,778,The New York Times,3100000,US,https://www.youtube.com/watch?v=EsqdBz-_noQ,1.0,1.0,9.0,0.0,3.0,1.0,3.0,1.0,5.0,1.1,,,0.0,20,,Human Interest,Straight news,Not prevention
2020-05-17-2020-05-24,UCphTF9wHwhCt-BzIq-s4V-g,o8JGsBDY1xI,What If It Takes Two Years for a COVID-19 Vaccine?,2020-05-21T15:58:43Z,1256168,34898.0,1021.0,4633.0,434,What If,4240000,CA,https://www.youtube.com/watch?v=o8JGsBDY1xI,1.0,8.0,4.1,4.3,1.0,9.0,7.0,9.0,7.0,1.3,,,0.0,20,,Prevention and Action,YouTubers-laypersons/channels,Lockdown
2020-05-17-2020-05-24,UChFsYLqPUyLiZnfRog6wiZA,EQ-ATT_Cd6M,Why We Might Not Need A Vaccine for COVID-19 | This Morning,2020-05-19T10:59:09Z,1243220,10106.0,1376.0,,533,This Morning,1830000,GB,https://www.youtube.com/watch?v=EQ-ATT_Cd6M,1.0,1.0,4.3,0.0,1.0,9.0,3.0,9.0,7.0,1.3,,he seems to be misleading the public slightly about the risks of opening up.... but he's a doctor,0.0,20,,Prevention and Action,Straight news,Vaccine
2020-05-17-2020-05-24,UCrp_UI8XtuYfpiqluWLD7Lw,7nkwE3didNo,Pres. Donald Trump: I&#39;m taking hydroxychloroquine to prevent coronavirus infection,2020-05-18T20:58:55Z,1131291,7182.0,4134.0,10853.0,400,CNBC Television,842000,US,https://www.youtube.com/watch?v=7nkwE3didNo,1.0,1.0,4.5,3.0,2.0,1.0,1.0,9.0,7.0,1.1,,trump speaking about hydroxychloroquine as a preventative measure,1.0,20,,Prevention and Action,Straight news,Other prevention
2020-05-17-2020-05-24,UCqnbDFdCpuN8CMEg0VuEBqA,4Uk8WOAGFdE,Inside Two N.Y.C. Morgues Overwhelmed With Coronavirus | Coronavirus News,2020-05-19T17:00:03Z,924266,6086.0,2743.0,3380.0,449,The New York Times,3100000,US,https://www.youtube.com/watch?v=4Uk8WOAGFdE,1.0,1.0,9.0,4.5,2.0,1.0,5.0,9.0,7.0,1.1,,,1.0,20,,Human Interest,Straight news,Not prevention
2020-05-17-2020-05-24,UCLXo7UDZvByw2ixzpQCufnA,XAFD-0aMkwE,One reason why coronavirus hits black people the hardest,2020-05-22T12:00:15Z,881430,22796.0,4709.0,3651.0,543,Vox,8590000,US,https://www.youtube.com/watch?v=XAFD-0aMkwE,1.0,1.0,10.0,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,1.0,20,,Other,Straight news,Not prevention
2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,rq8_8myG55A,Inside Georgia One Month After Easing Coronavirus Restrictions | NBC Nightly News,2020-05-23T23:32:13Z,847545,3332.0,1101.0,1898.0,169,NBC News,3760000,US,https://www.youtube.com/watch?v=rq8_8myG55A,1.0,1.0,9.0,4.1,2.0,1.0,7.0,9.0,7.0,1.1,,,1.0,20,,Human Interest,Straight news,Not prevention
2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,krPe-n5r9CE,Promising early results from coronavirus vaccine trial,2020-05-18T20:48:08Z,772563,5854.0,1123.0,4210.0,484,CNN,10500000,US,https://www.youtube.com/watch?v=krPe-n5r9CE,1.0,1.0,4.3,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,1.0,20,,Prevention and Action,Straight news,Vaccine
2020-05-17-2020-05-24,UChDKyKQ59fYz3JO2fl0Z6sg,pNEvdqn0VgA,Brazil Becomes New Coronavirus Hot Spot As Death Toll Spikes | TODAY,2020-05-23T18:01:53Z,734846,2481.0,973.0,1977.0,104,TODAY,2430000,US,https://www.youtube.com/watch?v=pNEvdqn0VgA,1.0,1.0,2.0,5.0,3.0,9.0,7.0,9.0,5.0,1.1,,,1.0,20,,Statistics and Modeling,Straight news,Not prevention
2020-05-17-2020-05-24,UCBi2mrWuNuyYy4gbM6fU18Q,eikpBBlVdQg,"&#39;So yes, I do blame the Chinese&#39; for coronavirus pandemic: Peter Navarro | ABC News",2020-05-17T15:51:33Z,727672,4751.0,4087.0,8850.0,801,ABC News,9620000,US,https://www.youtube.com/watch?v=eikpBBlVdQg,1.0,1.0,7.2,7.1,3.0,1.0,2.0,1.0,1.0,1.2,,"a white house representative blantantly blaming China for the virus, reporter calls out his lies",1.0,20,,Politics and Blame,Straight news,Not prevention
2020-05-17-2020-05-24,UC0L1suV8pVgO4pCAIBNGx5w,VFyKkopIbNY,Scientist says a coronavirus vaccine in just 12 months is &#39;fake news&#39; | 60 Minutes Australia,2020-05-17T12:00:14Z,701894,7513.0,1080.0,0.0,775,60 Minutes Australia,2380000,AU,https://www.youtube.com/watch?v=VFyKkopIbNY,1.0,1.0,4.3,0.0,3.0,8.0,3.0,9.0,7.0,1.1,,,1.0,20,,Prevention and Action,Straight news,Vaccine
2020-05-17-2020-05-24,UCYpRDnhk5H8h16jpS84uqsA,cziuxZePCRk,Le coronavirus sort-il d'un laboratoire ? Ep. 1 : la these du virus artificiel,2020-05-17T09:00:24Z,638434,16711.0,1191.0,2974.0,711,Le Monde,881000,FR,https://www.youtube.com/watch?v=cziuxZePCRk,4.0,,,,,,,,,,,,1.0,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,vyBYn2NaWng,Brazil's Coronavirus Outbreak Grows Amid Government Tension | NBC Nightly News,2020-05-21T00:34:29Z,591304,2819.0,834.0,2013.0,103,NBC News,3760000,US,https://www.youtube.com/watch?v=vyBYn2NaWng,1.0,1.0,2.0,7.1,3.0,9.0,1.0,9.0,7.0,1.1,,,0.0,20,,Statistics and Modeling,Straight news,Not prevention
2020-05-17-2020-05-24,UCQ1GpKa15ulyoQuxz7H4rng,zh5vZoMaBzc,Cronicas del coronavirus | DW Documental,2020-05-17T18:00:19Z,583405,6285.0,493.0,657.0,2513,DW Documental,2100000,DE,https://www.youtube.com/watch?v=zh5vZoMaBzc,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCnbq60UWolp5QWrM4Khcxng,0P5N904t1ks,COVID-19: INMUNIDAD Y SECUELAS. ?Te puedes enfermar mas de una vez?,2020-05-20T04:50:01Z,581067,12394.0,447.0,1571.0,626,Dr. Alejandro Macias,81300,Unknown,https://www.youtube.com/watch?v=0P5N904t1ks,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,On7v-B28ZKk,Dr. Birx shares promising coronavirus statistics,2020-05-22T22:11:36Z,525488,2456.0,1640.0,3552.0,1353,CNN,10500000,US,https://www.youtube.com/watch?v=On7v-B28ZKk,1.0,1.0,2.0,4.4,2.0,1.0,2.0,9.0,7.0,1.1,,,0.0,20,,Statistics and Modeling,Straight news,Not prevention
2020-05-17-2020-05-24,UCQgWpmt02UtJkyO32HGUASQ,QMgfIVYqZTM,"COVID-19, Crise financiere, Chine, Menace sur la France. Christian Harbulot [EN DIRECT]",2020-05-20T19:44:44Z,488977,7050.0,684.0,212.0,8435,Thinkerview,629000,FR,https://www.youtube.com/watch?v=QMgfIVYqZTM,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCBi2mrWuNuyYy4gbM6fU18Q,kmD2OejLZZU,"US coronavirus death toll expected to hit 90,000",2020-05-18T14:30:54Z,473545,2494.0,1460.0,3718.0,205,ABC News,9620000,US,https://www.youtube.com/watch?v=kmD2OejLZZU,1.0,1.0,4.1,0.0,2.0,9.0,7.0,1.0,5.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Lockdown
2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,2uvz5J2VoYs,Live: New York Governor Cuomo Holds Coronavirus Briefing | NBC News,2020-05-19T16:54:46Z,465163,2932.0,777.0,1072.0,2506,NBC News,3760000,Unknown,https://www.youtube.com/watch?v=2uvz5J2VoYs,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCCj956IF62FbT7Gouszaj9w,NSZYDIdmGEY,Coronavirus: UK trialling 20-minute coronavirus test - Covid-19 Government Briefing  - BBC,2020-05-21T16:59:48Z,453279,1548.0,1761.0,2794.0,3048,BBC,9270000,GB,https://www.youtube.com/watch?v=NSZYDIdmGEY,1.0,1.0,4.1,4.4,2.0,4.0,2.0,9.0,7.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Lockdown
2020-05-17-2020-05-24,UCUBIrDsIVzRpKsClMlSlTpQ,GlC2empuaB4,Coronavirus: 4 errores que llevaron a Brasil a ser el centro de la pandemia en America Latina,2020-05-19T18:27:11Z,354540,10645.0,437.0,1988.0,338,BBC News Mundo,1470000,GB,https://www.youtube.com/watch?v=GlC2empuaB4,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCFxHplbcoJK9m70c4VyTIxg,EXNnYLQ3MKk,Estos son los 2 nuevos sintomas del coronavirus que la OMS incluyo,2020-05-22T01:34:05Z,334259,1264.0,444.0,287.0,130,MILENIO,2480000,MX,https://www.youtube.com/watch?v=EXNnYLQ3MKk,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCrp_UI8XtuYfpiqluWLD7Lw,r3FMVC2aL2M,Former President Barack Obama calls out Trump administration on coronavirus response,2020-05-18T16:14:19Z,285811,1524.0,2185.0,1945.0,112,CNBC Television,842000,US,https://www.youtube.com/watch?v=r3FMVC2aL2M,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCWo4IA01TXzBeGJJKWHOG9g,RK2IfGPSqO0,Understanding the Economic Shock of the Covid-19 Crisis,2020-05-21T16:15:01Z,280616,5957.0,235.0,280.0,258,Harvard Business Review,268000,US,https://www.youtube.com/watch?v=RK2IfGPSqO0,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UC16niRr50-MSBwiO3YDb3RA,P4SYSRp00uE,Coronavirus: Trump gives WHO ultimatum over Covid-19 handling - BBC News,2020-05-20T10:36:38Z,247607,1694.0,415.0,2179.0,666,BBC News,8210000,GB,https://www.youtube.com/watch?v=P4SYSRp00uE,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UC16niRr50-MSBwiO3YDb3RA,r5LGYz81UR0,Coronavirus: Italy eases restrictions - 10 weeks after leading world into lockdown - BBC News,2020-05-18T22:23:07Z,247233,1902.0,128.0,696.0,390,BBC News,8210000,GB,https://www.youtube.com/watch?v=r5LGYz81UR0,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCAKB9wGGRccBDrvbbbmgetw,FbGan7vymVQ,Coronavirus-Update #42: Bei der Schweinegrippe kam alles anders | NDR Podcast,2020-05-19T17:18:41Z,239644,3863.0,1632.0,4414.0,3093,NDR Ratgeber,277000,DE,https://www.youtube.com/watch?v=FbGan7vymVQ,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCftwRNsjfRo08xYE31tkiyw,FYQz4QvYEXA,Diary of a Covid-19 Doctor: 14 Days in a NYC Hospital | WIRED,2020-05-22T17:38:04Z,237359,7232.0,228.0,597.0,891,WIRED,6810000,US,https://www.youtube.com/watch?v=FYQz4QvYEXA,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCKBnlTTgEnhIXv_c4LvvyMQ,-bCOPwFTCFw,Oprah and Iyanla on What COVID-19 is Here to Teach Us | Fear Not with Iyanla Vanzant | OWN,2020-05-21T00:00:11Z,231545,8391.0,288.0,1150.0,473,OWN,4340000,US,https://www.youtube.com/watch?v=-bCOPwFTCFw,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCcyq283he07B7_KUX07mmtA,Ioob2BXASvc,How Coronavirus Is Changing Coast Guard Boot Camp,2020-05-22T19:56:10Z,216430,3227.0,92.0,550.0,255,Business Insider,3300000,US,https://www.youtube.com/watch?v=Ioob2BXASvc,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UC4SUWizzKc1tptprBkWjX2Q,QTXALhj4RNI,Scientists in China claim a new drug could stop Covid-19 without a vaccine,2020-05-20T13:31:10Z,188784,1726.0,214.0,850.0,130,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=QTXALhj4RNI,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCop57Z1sYHrtCyxCpE2z2Bg,rVMSjk90eVA,"Brasil, segundo pais del mundo con mas infectados por el Covid-19 I MARCA",2020-05-23T10:18:30Z,184862,322.0,65.0,9.0,58,MARCA,301000,ES,https://www.youtube.com/watch?v=rVMSjk90eVA,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCTrQ7HXWRRxr7OsOtodr2_w,20j3CBNkv_Q,Back to school: What we can learn from Denmark's coronavirus response,2020-05-21T19:11:08Z,163320,2532.0,56.0,852.0,559,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=20j3CBNkv_Q,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCRwA1NUcUnwsly35ikGhp0A,LhHG4PZkr0M,"Coronavirus: Brasil, desbordado por las muertes de coronavirus | Noticias Telemundo",2020-05-21T18:25:06Z,162029,808.0,112.0,254.0,138,Noticias Telemundo,3430000,US,https://www.youtube.com/watch?v=LhHG4PZkr0M,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCG-iSMVtWbbwDDXgXXypARQ,-zK8LgVx2G8,Coronavirus Pandemic Update 74: Vitamin D &amp; COVID 19; Academic Censorship,2020-05-22T18:13:09Z,154807,6804.0,69.0,1561.0,534,MedCram - Medical Lectures Explained CLEARLY,808000,US,https://www.youtube.com/watch?v=-zK8LgVx2G8,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCN5s40m6YKxdfKQRJ6cEUYA,0oCi0iBe9iU,COVID-19 Proper Face Mask Usage PSA,2020-05-18T12:20:49Z,159799,9.0,10.0,5.0,31,scdhec,1180,US,https://www.youtube.com/watch?v=0oCi0iBe9iU,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCVxAirLqIXKP2ttE2-5DZ3Q,fCPLdg4sgLo,Sintomas Graves do Coronavirus (Covid-19) em JOVENS | IMEB,2020-05-19T16:03:22Z,150923,5105.0,134.0,572.0,155,Clínica IMEB,133000,BR,https://www.youtube.com/watch?v=fCPLdg4sgLo,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCRwA1NUcUnwsly35ikGhp0A,LQElCnzX4eo,"Coronavirus: EE.UU. registra mas de 1,500 muertes por COVID-19 en un dia | Noticias Telemundo",2020-05-20T23:34:48Z,149168,1293.0,99.0,178.0,143,Noticias Telemundo,3430000,US,https://www.youtube.com/watch?v=LQElCnzX4eo,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCG-iSMVtWbbwDDXgXXypARQ,01Rftnxbi6w,"Coronavirus Pandemic Update 73: Relapse, Reinfections, &amp; Re-Positives - The Likely Explanation",2020-05-20T18:14:03Z,133942,5409.0,60.0,706.0,709,MedCram - Medical Lectures Explained CLEARLY,808000,US,https://www.youtube.com/watch?v=01Rftnxbi6w,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,dCO5pP5B4jo,Illinois Gov. Pritzker Holds Coronavirus Briefing | NBC News,2020-05-20T20:58:51Z,108232,599.0,839.0,761.0,3079,NBC News,3760000,Unknown,https://www.youtube.com/watch?v=dCO5pP5B4jo,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
2020-05-17-2020-05-24,UCHpw8xwDNhU9gdohEcJu4aA,J6CPQB0VGlk,Pandemic funerals: inside a mortuary during coronavirus,2020-05-18T11:00:00Z,115822,752.0,53.0,193.0,596,The Guardian,1400000,GB,https://www.youtube.com/watch?v=J6CPQB0VGlk,,,,,,,,,,,,,,20,,Not coded,Not coded,Not coded
