,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
14,2020-05-03-2020-05-10,UCupvZG-5ko_eiXAupbDfxWw,Czyz-RAf8jE,Valet to President Trump tests positive for coronavirus,2020-05-07T16:10:22Z,789682,6090.0,1770.0,9398.0,481,CNN,10500000,US,https://www.youtube.com/watch?v=Czyz-RAf8jE,1.0,1.0,7.1,4.2,3.0,1.0,6.0,1.0,2.0,1.1,,,1.0,18,,Politics and Blame,Straight news,Not prevention
15,2020-05-03-2020-05-10,UCK0z0_5uL7mb9IjntOKi5XQ,8_AKe07J7tE,A Waking Nightmare for COVID-19 Patients,2020-05-08T10:45:00Z,784367,21542.0,755.0,5074.0,587,The Atlantic,526000,US,https://www.youtube.com/watch?v=8_AKe07J7tE,1.0,1.0,9.0,5.0,3.0,1.0,7.0,9.0,7.0,1.1,,,1.0,18,,Human Interest,Straight news,Not prevention
17,2020-05-03-2020-05-10,UCn8zNIfYAQNdrFRrr8oibKw,KmiOt94WIVU,"The QAnon Conspiracy Theory, Donald Trump and Covid-19",2020-05-07T19:00:09Z,636876,9103.0,7439.0,6493.0,775,VICE,13200000,US,https://www.youtube.com/watch?v=KmiOt94WIVU,1.0,1.0,7.2,3.0,3.0,1.0,3.0,9.0,7.0,1.2,,,1.0,18,,Politics and Blame,Straight news,Not prevention
18,2020-05-03-2020-05-10,UCBi2mrWuNuyYy4gbM6fU18Q,SDIKexhUr3U,Tracking the coronavirus origins | ABC NEWS PRIME,2020-05-06T04:04:00Z,604106,2192.0,1220.0,1687.0,266,ABC News,9620000,US,https://www.youtube.com/watch?v=SDIKexhUr3U,1.0,1.0,7.2,7.1,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,18,,Politics and Blame,Straight news,Not prevention
19,2020-05-03-2020-05-10,UC0p5jTq6Xx_DosDFxVXnWaQ,XsArdIXgRTU,Covid-19: how it will change the world | The Economist,2020-05-08T15:00:18Z,594940,7020.0,474.0,812.0,778,The Economist,1570000,GB,https://www.youtube.com/watch?v=XsArdIXgRTU,1.0,1.0,6.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,18,,Economy,Straight news,Not prevention
20,2020-05-03-2020-05-10,UCjQbTcszB-gRhDByY9WhySw,ZI-lnoXiop4,My Thoughts on Self-Quarantine and COVID-19 | From Bishop T.D. Jakes,2020-05-03T18:15:14Z,564491,17158.0,886.0,4662.0,1970,T.D. Jakes,951000,US,https://www.youtube.com/watch?v=ZI-lnoXiop4,1.0,8.0,5.0,4.1,3.0,1.0,6.0,9.0,7.0,1.3,,,0.0,18,,Non-Physical Health,YouTubers-laypersons/channels,Not prevention
21,2020-05-03-2020-05-10,UCoMdktPbSTixAyNGwb-UYkQ,YNiAUPREkl8,Are COVID-19 death figures in the UK as high as they appear?,2020-05-05T22:02:46Z,545046,3510.0,1434.0,2026.0,360,Sky News,2580000,GB,https://www.youtube.com/watch?v=YNiAUPREkl8,1.0,1.0,2.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,18,,Statistics and Modeling,Straight news,Not prevention
22,2020-05-03-2020-05-10,UC0L1suV8pVgO4pCAIBNGx5w,cGL2f52_xaU,Broke and broken: the cost of unemployment during the COVID-19 crisis | 60 Minutes Australia,2020-05-04T21:00:11Z,532286,5145.0,377.0,0.0,812,60 Minutes Australia,2380000,AU,https://www.youtube.com/watch?v=cGL2f52_xaU,1.0,1.0,5.0,6.0,1.0,9.0,5.0,9.0,5.0,1.1,,,3.0,18,,Non-Physical Health,Straight news,Not prevention
1,2020-05-10-2020-05-17,UCMSsLqxqvZsNXi0Z-VjN89A,y6h8TIxeg1g,12 Coronavirus Autopsy Cases Reveal TRUTH About How Coronavirus Patients Dying,2020-05-14T15:45:04Z,2767063,64041.0,2231.0,6435.0,823,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=y6h8TIxeg1g,1.0,7.0,1.0,11.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,19,,Virus information,Educational/YouTubers-professionals,Not prevention
2,2020-05-10-2020-05-17,UCVTyTA7-g9nopHeHbeuvpRA,UySRQMXvBgg,Trump and Fox Try to Distract from Coronavirus with &quot;Obamagate&quot;: A Closer Look,2020-05-14T03:30:04Z,2500100,40757.0,1985.0,13347.0,982,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=UySRQMXvBgg,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,19,3:32 to 8:15 is about covid,Politics and Blame,Entertainment news,Not prevention
3,2020-05-10-2020-05-17,UCVTyTA7-g9nopHeHbeuvpRA,W3EWcRNyYB8,Whistleblower Rick Bright's Damning Testimony on Trump's COVID-19 Failures: A Closer Look,2020-05-15T03:30:07Z,2275809,39715.0,1220.0,6758.0,840,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=W3EWcRNyYB8,1.0,2.0,7.1,0.0,3.0,1.0,2.0,1.0,1.0,1.1,,,1.0,19,,Politics and Blame,Entertainment news,Not prevention
4,2020-05-10-2020-05-17,UC0p5jTq6Xx_DosDFxVXnWaQ,VfKfSUqn_GY,How covid-19 could change the financial world order | The Economist,2020-05-12T14:01:55Z,1705088,28873.0,3638.0,6571.0,598,The Economist,1570000,GB,https://www.youtube.com/watch?v=VfKfSUqn_GY,1.0,1.0,6.0,7.2,3.0,9.0,6.0,9.0,7.0,1.1,,,1.0,19,,Economy,Straight news,Not prevention
5,2020-05-10-2020-05-17,UChDKyKQ59fYz3JO2fl0Z6sg,BcbdW8bsKDY,CDC Issues New Advisory On Mystery Children's Illness Tied To Coronavirus | TODAY,2020-05-15T17:00:09Z,1546418,7337.0,2250.0,4124.0,141,TODAY,2430000,US,https://www.youtube.com/watch?v=BcbdW8bsKDY,1.0,1.0,1.0,9.0,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,19,,Virus information,Straight news,Not prevention
6,2020-05-10-2020-05-17,UCupvZG-5ko_eiXAupbDfxWw,OOvENoZMmK4,This is how quickly coronavirus can spread,2020-05-14T22:58:08Z,1304055,9374.0,2140.0,4629.0,443,CNN,10500000,US,https://www.youtube.com/watch?v=OOvENoZMmK4,1.0,1.0,1.0,4.2,1.0,8.0,3.0,9.0,7.0,1.1,,,1.0,19,,Virus information,Straight news,Not prevention
7,2020-05-10-2020-05-17,UCHpw8xwDNhU9gdohEcJu4aA,xeHukQ6Ux1k,Fighting a locust plague amid Covid-19 in east Africa,2020-05-15T06:58:57Z,1234625,7635.0,483.0,1343.0,293,The Guardian,1400000,GB,https://www.youtube.com/watch?v=xeHukQ6Ux1k,1.0,1.0,10.0,9.0,3.0,8.0,4.0,9.0,7.0,1.1,,,1.0,19,,Other,Straight news,Not prevention
8,2020-05-10-2020-05-17,UCeY0bbntWzzVIaj2z3QigXg,V8YSmDdF-xw,Watch Full Coronavirus Coverage - May 15 | NBC News Now (Live Stream),2020-05-16T05:42:52Z,1229725,5736.0,2098.0,519.0,42901,NBC News,3760000,US,https://www.youtube.com/watch?v=V8YSmDdF-xw,1.0,1.0,7.1,0.0,1.0,1.0,2.0,1.0,2.0,1.1,,,1.0,19,"Was streamed live for 12 hrs, isn't anymore",Politics and Blame,Straight news,Not prevention
10,2020-05-10-2020-05-17,UCzznO4xSV8BKnUBPyswtCUw,3wKkq0_GHpg,"Northeastern China, Wuhan hit with new wave of COVID-19",2020-05-12T23:33:42Z,1142926,4120.0,316.0,1605.0,105,ARIRANG NEWS,392000,9,https://www.youtube.com/watch?v=3wKkq0_GHpg,1.0,1.0,2.0,4.1,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,19,,Statistics and Modeling,Straight news,Not prevention
12,2020-05-10-2020-05-17,UCoMdktPbSTixAyNGwb-UYkQ,SCwaxSvSAS8,Coronavirus UK: How the COVID-19 infection rate differs in each region in England,2020-05-15T18:53:03Z,831692,3061.0,1567.0,1881.0,167,Sky News,2580000,GB,https://www.youtube.com/watch?v=SCwaxSvSAS8,1.0,1.0,2.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,19,,Statistics and Modeling,Straight news,Not prevention
14,2020-05-10-2020-05-17,UCvJJ_dzjViJCoLf5uKUTwoA,OJ08BuyejuE,How Ultraviolet Light Could Help Stop The Spread Of Coronavirus,2020-05-10T16:08:13Z,812418,11520.0,651.0,2102.0,984,CNBC,1780000,US,https://www.youtube.com/watch?v=OJ08BuyejuE,1.0,1.0,4.4,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,0.0,19,,Prevention and Action,Straight news,Social distancing
15,2020-05-10-2020-05-17,UCCj956IF62FbT7Gouszaj9w,P8HC5sOHzus,Coronavirus: Boris Johnson updates nation on Covid-19 lockdown  @BBC News - BBC,2020-05-10T18:17:36Z,808391,5701.0,2473.0,5749.0,860,BBC,9270000,GB,https://www.youtube.com/watch?v=P8HC5sOHzus,1.0,1.0,4.1,0.0,2.0,4.0,1.0,9.0,7.0,1.1,,,0.0,19,,Prevention and Action,Straight news,Lockdown
17,2020-05-10-2020-05-17,UCknLrEdhRCp1aegoMqRaCZg,jfv9zsKJquk,Autopsies reveal: Coronavirus is more than a lung infection | COVID-19 Special,2020-05-15T17:34:31Z,773183,7327.0,376.0,1441.0,707,DW News,1660000,DE,https://www.youtube.com/watch?v=jfv9zsKJquk,1.0,1.0,1.0,0.0,1.0,9.0,3.0,9.0,7.0,1.1,,,0.0,19,,Virus information,Straight news,Not prevention
18,2020-05-10-2020-05-17,UCknLrEdhRCp1aegoMqRaCZg,IIj-HHAedqo,What will the coronavirus second wave look like? | COVID-19 Special,2020-05-13T18:00:06Z,769755,5490.0,513.0,1786.0,783,DW News,1660000,DE,https://www.youtube.com/watch?v=IIj-HHAedqo,1.0,1.0,4.1,2.0,1.0,9.0,3.0,9.0,7.0,1.1,,,0.0,19,,Prevention and Action,Straight news,Lockdown
19,2020-05-10-2020-05-17,UCsooa4yRKGN_zEE8iknghZA,D9tTi-CDjDU,What is a coronavirus? - Elizabeth Cox,2020-05-14T15:02:01Z,725223,20789.0,417.0,1361.0,316,TED-Ed,12200000,US,https://www.youtube.com/watch?v=D9tTi-CDjDU,1.0,5.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,19,,Virus information,Educational/YouTubers-professionals,Not prevention
22,2020-05-10-2020-05-17,UCKbsGTb_CnGxFfjVLcRK-iw,ZtUCGNX3cQk,"53,000 Behind Every Healthcare Provider | COVID-19",2020-05-10T15:30:06Z,708212,100.0,36.0,4.0,83,Siemens Healthineers,10500,US,https://www.youtube.com/watch?v=ZtUCGNX3cQk,1.0,8.0,8.0,0.0,2.0,9.0,7.0,9.0,7.0,1.1,,,1.0,19,,Other,YouTubers-laypersons/channels,Not prevention
24,2020-05-10-2020-05-17,UCeY0bbntWzzVIaj2z3QigXg,pKXNcWXw1hs,New York Governor Andrew Cuomo Holds Coronavirus Briefing | NBC News,2020-05-12T18:37:19Z,575797,3277.0,763.0,927.0,2871,NBC News,3760000,US,https://www.youtube.com/watch?v=pKXNcWXw1hs,1.0,3.0,2.0,1.0,2.0,1.0,2.0,9.0,7.0,1.1,,,1.0,19,,Statistics and Modeling,Governments,Not prevention
26,2020-05-10-2020-05-17,UCupvZG-5ko_eiXAupbDfxWw,aCifvImcjAY,Scientists discover llama antibodies could be key to a coronavirus treatment,2020-05-12T11:22:12Z,548184,4131.0,747.0,3024.0,270,CNN,10500000,US,https://www.youtube.com/watch?v=aCifvImcjAY,1.0,1.0,3.0,0.0,2.0,9.0,3.0,9.0,7.0,1.1,,,1.0,19,,Treatment,Straight news,Not prevention
28,2020-05-10-2020-05-17,UChqUTb7kYRX8-EiaN3XFrSQ,-aORbdgQaXM,South Korea scrambles to contain new coronavirus outbreak,2020-05-11T09:07:06Z,447813,2096.0,479.0,2106.0,110,Reuters,495000,US,https://www.youtube.com/watch?v=-aORbdgQaXM,1.0,1.0,4.1,4.4,3.0,9.0,2.0,9.0,7.0,1.1,,,1.0,19,,Prevention and Action,Straight news,Lockdown
29,2020-05-10-2020-05-17,UCpa-Zb0ZcQjTCPP1Dx_1M8Q,HSJzhEAy5Ww,Lawyers React to LEGAL COVID MEMES // LegalEagle ft. Eve Cornwell,2020-05-12T15:03:34Z,434618,17264.0,361.0,2674.0,1373,LegalEagle,1190000,US,https://www.youtube.com/watch?v=HSJzhEAy5Ww,1.0,8.0,10.0,0.0,1.0,1.0,7.0,9.0,7.0,1.3,,,1.0,19,,Other,YouTubers-laypersons/channels,Not prevention
0,2020-05-17-2020-05-24,UC3XTzVzaHQEd30rQbuvCtTQ,z4gBMw64aqk,Coronavirus VII: Sports: Last Week Tonight with John Oliver (HBO),2020-05-18T06:30:08Z,7093166,169510.0,5933.0,19427.0,1306,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=z4gBMw64aqk,1.0,2.0,4.1,0.0,1.0,1.0,6.0,1.0,5.0,1.1,,,0.0,20,,Prevention and Action,Entertainment news,Lockdown
1,2020-05-17-2020-05-24,UCLXo7UDZvByw2ixzpQCufnA,r6ewlQs8CAQ,The US tested the wrong people for coronavirus,2020-05-23T12:00:22Z,3749882,50418.0,9763.0,8583.0,441,Vox,8590000,US,https://www.youtube.com/watch?v=r6ewlQs8CAQ,1.0,1.0,4.4,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Social distancing
2,2020-05-17-2020-05-24,UCVTyTA7-g9nopHeHbeuvpRA,5LBSZnZ2BbY,Obama Speaks Out About Trump's Coronavirus Failures: A Closer Look,2020-05-19T03:30:00Z,3508127,48245.0,2375.0,10372.0,887,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=5LBSZnZ2BbY,1.0,2.0,4.4,7.1,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,20,,Prevention and Action,Entertainment news,Social distancing
5,2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,G6-7oYSjeb4,A look into coronavirus case trends as states reopen,2020-05-17T14:15:22Z,1470548,8568.0,2447.0,7303.0,593,CNN,10500000,US,https://www.youtube.com/watch?v=G6-7oYSjeb4,1.0,1.0,4.1,2.0,2.0,1.0,2.0,9.0,7.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Lockdown
6,2020-05-17-2020-05-24,UCtxJFU9DgUhfr2J2bveCHkQ,SrtZKnQysyY,The coronavirus is mutating. But don't freak out yet.,2020-05-20T13:00:14Z,1360874,17545.0,2215.0,3777.0,319,Verge Science,1010000,US,https://www.youtube.com/watch?v=SrtZKnQysyY,1.0,5.0,1.0,0.0,1.0,1.0,5.0,9.0,7.0,1.1,,,0.0,20,,Virus information,Educational/YouTubers-professionals,Not prevention
7,2020-05-17-2020-05-24,UCqnbDFdCpuN8CMEg0VuEBqA,EsqdBz-_noQ,Inside One of New York's Deadliest Zip Codes | Coronavirus News,2020-05-22T17:00:11Z,1334936,16962.0,2084.0,4086.0,778,The New York Times,3100000,US,https://www.youtube.com/watch?v=EsqdBz-_noQ,1.0,1.0,9.0,0.0,3.0,1.0,3.0,1.0,5.0,1.1,,,0.0,20,,Human Interest,Straight news,Not prevention
8,2020-05-17-2020-05-24,UCphTF9wHwhCt-BzIq-s4V-g,o8JGsBDY1xI,What If It Takes Two Years for a COVID-19 Vaccine?,2020-05-21T15:58:43Z,1256168,34898.0,1021.0,4633.0,434,What If,4240000,CA,https://www.youtube.com/watch?v=o8JGsBDY1xI,1.0,8.0,4.1,4.3,1.0,9.0,7.0,9.0,7.0,1.3,,,0.0,20,,Prevention and Action,YouTubers-laypersons/channels,Lockdown
9,2020-05-17-2020-05-24,UChFsYLqPUyLiZnfRog6wiZA,EQ-ATT_Cd6M,Why We Might Not Need A Vaccine for COVID-19 | This Morning,2020-05-19T10:59:09Z,1243220,10106.0,1376.0,,533,This Morning,1830000,GB,https://www.youtube.com/watch?v=EQ-ATT_Cd6M,1.0,1.0,4.3,0.0,1.0,9.0,3.0,9.0,7.0,1.3,,he seems to be misleading the public slightly about the risks of opening up.... but he's a doctor,0.0,20,,Prevention and Action,Straight news,Vaccine
10,2020-05-17-2020-05-24,UCrp_UI8XtuYfpiqluWLD7Lw,7nkwE3didNo,Pres. Donald Trump: I&#39;m taking hydroxychloroquine to prevent coronavirus infection,2020-05-18T20:58:55Z,1131291,7182.0,4134.0,10853.0,400,CNBC Television,842000,US,https://www.youtube.com/watch?v=7nkwE3didNo,1.0,1.0,4.5,3.0,2.0,1.0,1.0,9.0,7.0,1.1,,trump speaking about hydroxychloroquine as a preventative measure,1.0,20,,Prevention and Action,Straight news,Other prevention
11,2020-05-17-2020-05-24,UCqnbDFdCpuN8CMEg0VuEBqA,4Uk8WOAGFdE,Inside Two N.Y.C. Morgues Overwhelmed With Coronavirus | Coronavirus News,2020-05-19T17:00:03Z,924266,6086.0,2743.0,3380.0,449,The New York Times,3100000,US,https://www.youtube.com/watch?v=4Uk8WOAGFdE,1.0,1.0,9.0,4.5,2.0,1.0,5.0,9.0,7.0,1.1,,,1.0,20,,Human Interest,Straight news,Not prevention
12,2020-05-17-2020-05-24,UCLXo7UDZvByw2ixzpQCufnA,XAFD-0aMkwE,One reason why coronavirus hits black people the hardest,2020-05-22T12:00:15Z,881430,22796.0,4709.0,3651.0,543,Vox,8590000,US,https://www.youtube.com/watch?v=XAFD-0aMkwE,1.0,1.0,10.0,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,1.0,20,,Other,Straight news,Not prevention
13,2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,rq8_8myG55A,Inside Georgia One Month After Easing Coronavirus Restrictions | NBC Nightly News,2020-05-23T23:32:13Z,847545,3332.0,1101.0,1898.0,169,NBC News,3760000,US,https://www.youtube.com/watch?v=rq8_8myG55A,1.0,1.0,9.0,4.1,2.0,1.0,7.0,9.0,7.0,1.1,,,1.0,20,,Human Interest,Straight news,Not prevention
14,2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,krPe-n5r9CE,Promising early results from coronavirus vaccine trial,2020-05-18T20:48:08Z,772563,5854.0,1123.0,4210.0,484,CNN,10500000,US,https://www.youtube.com/watch?v=krPe-n5r9CE,1.0,1.0,4.3,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,1.0,20,,Prevention and Action,Straight news,Vaccine
15,2020-05-17-2020-05-24,UChDKyKQ59fYz3JO2fl0Z6sg,pNEvdqn0VgA,Brazil Becomes New Coronavirus Hot Spot As Death Toll Spikes | TODAY,2020-05-23T18:01:53Z,734846,2481.0,973.0,1977.0,104,TODAY,2430000,US,https://www.youtube.com/watch?v=pNEvdqn0VgA,1.0,1.0,2.0,5.0,3.0,9.0,7.0,9.0,5.0,1.1,,,1.0,20,,Statistics and Modeling,Straight news,Not prevention
16,2020-05-17-2020-05-24,UCBi2mrWuNuyYy4gbM6fU18Q,eikpBBlVdQg,"&#39;So yes, I do blame the Chinese&#39; for coronavirus pandemic: Peter Navarro | ABC News",2020-05-17T15:51:33Z,727672,4751.0,4087.0,8850.0,801,ABC News,9620000,US,https://www.youtube.com/watch?v=eikpBBlVdQg,1.0,1.0,7.2,7.1,3.0,1.0,2.0,1.0,1.0,1.2,,"a white house representative blantantly blaming China for the virus, reporter calls out his lies",1.0,20,,Politics and Blame,Straight news,Not prevention
17,2020-05-17-2020-05-24,UC0L1suV8pVgO4pCAIBNGx5w,VFyKkopIbNY,Scientist says a coronavirus vaccine in just 12 months is &#39;fake news&#39; | 60 Minutes Australia,2020-05-17T12:00:14Z,701894,7513.0,1080.0,0.0,775,60 Minutes Australia,2380000,AU,https://www.youtube.com/watch?v=VFyKkopIbNY,1.0,1.0,4.3,0.0,3.0,8.0,3.0,9.0,7.0,1.1,,,1.0,20,,Prevention and Action,Straight news,Vaccine
19,2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,vyBYn2NaWng,Brazil's Coronavirus Outbreak Grows Amid Government Tension | NBC Nightly News,2020-05-21T00:34:29Z,591304,2819.0,834.0,2013.0,103,NBC News,3760000,US,https://www.youtube.com/watch?v=vyBYn2NaWng,1.0,1.0,2.0,7.1,3.0,9.0,1.0,9.0,7.0,1.1,,,0.0,20,,Statistics and Modeling,Straight news,Not prevention
22,2020-05-17-2020-05-24,UCupvZG-5ko_eiXAupbDfxWw,On7v-B28ZKk,Dr. Birx shares promising coronavirus statistics,2020-05-22T22:11:36Z,525488,2456.0,1640.0,3552.0,1353,CNN,10500000,US,https://www.youtube.com/watch?v=On7v-B28ZKk,1.0,1.0,2.0,4.4,2.0,1.0,2.0,9.0,7.0,1.1,,,0.0,20,,Statistics and Modeling,Straight news,Not prevention
24,2020-05-17-2020-05-24,UCBi2mrWuNuyYy4gbM6fU18Q,kmD2OejLZZU,"US coronavirus death toll expected to hit 90,000",2020-05-18T14:30:54Z,473545,2494.0,1460.0,3718.0,205,ABC News,9620000,US,https://www.youtube.com/watch?v=kmD2OejLZZU,1.0,1.0,4.1,0.0,2.0,9.0,7.0,1.0,5.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Lockdown
26,2020-05-17-2020-05-24,UCCj956IF62FbT7Gouszaj9w,NSZYDIdmGEY,Coronavirus: UK trialling 20-minute coronavirus test - Covid-19 Government Briefing  - BBC,2020-05-21T16:59:48Z,453279,1548.0,1761.0,2794.0,3048,BBC,9270000,GB,https://www.youtube.com/watch?v=NSZYDIdmGEY,1.0,1.0,4.1,4.4,2.0,4.0,2.0,9.0,7.0,1.1,,,0.0,20,,Prevention and Action,Straight news,Lockdown
1,2020-05-24-2020-05-31,UCLXo7UDZvByw2ixzpQCufnA,n6QwnzbRUyA,How coronavirus spreads outdoors vs. indoors,2020-05-28T12:00:21Z,3911115,66064.0,6512.0,5530.0,363,Vox,8590000,US,https://www.youtube.com/watch?v=n6QwnzbRUyA,1.0,1.0,4.4,5.0,1.0,1.0,6.0,9.0,7.0,1.1,,,1.0,21,,Prevention and Action,Straight news,Social distancing
2,2020-05-24-2020-05-31,UCeY0bbntWzzVIaj2z3QigXg,rRA1LTsyZqA,Attendee At Packed Memorial Day Gathering Tests Positive For Coronavirus | NBC Nightly News,2020-05-30T23:35:15Z,2144627,8259.0,3798.0,8064.0,129,NBC News,3760000,US,https://www.youtube.com/watch?v=rRA1LTsyZqA,1.0,1.0,2.0,4.1,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,21,,Statistics and Modeling,Straight news,Not prevention
3,2020-05-24-2020-05-31,UC0p5jTq6Xx_DosDFxVXnWaQ,f9v6givfTEA,Covid-19: why the economy could fare worse than you think | The Economist,2020-05-27T14:00:21Z,1935494,25708.0,1390.0,2131.0,527,The Economist,1570000,GB,https://www.youtube.com/watch?v=f9v6givfTEA,1.0,1.0,6.0,0.0,1.0,4.0,6.0,9.0,7.0,1.1,,,1.0,21,,Economy,Straight news,Not prevention
4,2020-05-24-2020-05-31,UCLXo7UDZvByw2ixzpQCufnA,jLbJayQygzw,What Bill Gates hopes we learn from coronavirus,2020-05-26T15:17:50Z,1838466,30964.0,22876.0,15918.0,237,Vox,8590000,US,https://www.youtube.com/watch?v=jLbJayQygzw,1.0,1.0,8.0,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,21,,Other,Straight news,Not prevention
6,2020-05-24-2020-05-31,UCCj956IF62FbT7Gouszaj9w,QXwZU-r8DK0,Coronavirus: UK announces return for competitive sport - Covid-19 Government Briefing  - BBC,2020-05-30T15:52:29Z,714353,2252.0,1664.0,3360.0,2871,BBC,9270000,GB,https://www.youtube.com/watch?v=QXwZU-r8DK0,1.0,1.0,4.1,2.0,2.0,4.0,2.0,9.0,7.0,1.1,,,1.0,21,,Prevention and Action,Straight news,Lockdown
7,2020-05-24-2020-05-31,UCupvZG-5ko_eiXAupbDfxWw,XSC-eX-fQvU,CNN reporter debunks Alabama beachgoers&#39; Covid 19 theories,2020-05-26T06:07:23Z,623009,6664.0,1003.0,9545.0,541,CNN,10500000,US,https://www.youtube.com/watch?v=XSC-eX-fQvU,1.0,1.0,4.1,4.2,3.0,1.0,6.0,1.0,5.0,1.1,,interesting for analysis,1.0,21,,Prevention and Action,Straight news,Lockdown
8,2020-05-24-2020-05-31,UCupvZG-5ko_eiXAupbDfxWw,RCUWxrr_ZKI,Where early US coronavirus hotspots stand now,2020-05-27T16:20:01Z,524204,2943.0,2146.0,2667.0,518,CNN,10500000,US,https://www.youtube.com/watch?v=RCUWxrr_ZKI,1.0,1.0,2.0,4.1,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,21,,Statistics and Modeling,Straight news,Not prevention
9,2020-05-24-2020-05-31,UCeY0bbntWzzVIaj2z3QigXg,ZH5qtjcpNtQ,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,2020-05-25T16:10:55Z,515946,2692.0,1409.0,,1637,NBC News,3760000,US,https://www.youtube.com/watch?v=ZH5qtjcpNtQ,1.0,1.0,10.0,2.0,2.0,1.0,2.0,1.0,3.0,1.1,,message of appreciation on memorial day to frontline workers,1.0,21,,Other,Straight news,Not prevention
10,2020-05-24-2020-05-31,UCoMdktPbSTixAyNGwb-UYkQ,ulwV65DBTI4,"Coronavirus: Excess deaths of 64,000 in UK during COVID-19 pandemic",2020-05-26T18:32:43Z,500178,1998.0,1290.0,1780.0,146,Sky News,2580000,GB,https://www.youtube.com/watch?v=ulwV65DBTI4,1.0,1.0,2.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,21,,Statistics and Modeling,Straight news,Not prevention
14,2020-05-24-2020-05-31,UCarEovlrD9QY-fy-Z6apIDQ,2eiaJvIxpGg,Hasan And Kamala Harris Discuss COVID-19 And The Election | Patriot Act Digital Exclusive | Netflix,2020-05-28T15:00:02Z,411504,9956.0,860.0,1431.0,1101,Patriot Act,1330000,US,https://www.youtube.com/watch?v=2eiaJvIxpGg,1.0,2.0,6.0,0.0,1.0,1.0,2.0,1.0,5.0,1.1,,,0.0,21,,Economy,Entertainment news,Not prevention
15,2020-05-24-2020-05-31,UCupvZG-5ko_eiXAupbDfxWw,CVLpAMlaoM8,"US coronavirus death toll surpasses 100,000",2020-05-28T01:29:59Z,381665,3207.0,1290.0,3046.0,638,CNN,10500000,US,https://www.youtube.com/watch?v=CVLpAMlaoM8,1.0,1.0,9.0,2.0,3.0,1.0,3.0,1.0,5.0,1.1,,,0.0,21,,Human Interest,Straight news,Not prevention
17,2020-05-24-2020-05-31,UCcYzLCs3zrQIBVHYA1sK2sw,dF28cBTF-Nk,What If I Get Coronavirus?,2020-05-25T11:30:06Z,373576,10484.0,301.0,651.0,524,Sadhguru,5460000,IN,https://www.youtube.com/watch?v=dF28cBTF-Nk,1.0,8.0,1.0,4.1,1.0,6.0,6.0,9.0,7.0,1.1,,,0.0,21,,Virus information,YouTubers-laypersons/channels,Not prevention
18,2020-05-24-2020-05-31,UCoMdktPbSTixAyNGwb-UYkQ,qsp6PikjDOw,Exclusive: Chinese scientists &#39;99% confident&#39; their coronavirus vaccine will work,2020-05-29T20:07:56Z,350407,2753.0,580.0,1470.0,177,Sky News,2580000,GB,https://www.youtube.com/watch?v=qsp6PikjDOw,1.0,1.0,4.3,0.0,2.0,8.0,3.0,9.0,7.0,1.1,,,0.0,21,,Prevention and Action,Straight news,Vaccine
